step,cd_proxy,cl_proxy,mass,effective_re,tau,probe_vorticity,max_speed
1619,5.8057410188,0.0254256625,1.0025773339,100.000000,0.54628571,-0.0000538366,0.0790843106
1621,5.7998880959,0.0265471914,1.0025785593,100.000000,0.54628571,-0.0000551699,0.0790735292
1623,5.7943030173,0.0272286796,1.0025797498,100.000000,0.54628571,-0.0000565188,0.0790621949
1625,5.7892855032,0.0274584627,1.0025809016,100.000000,0.54628571,-0.0000578832,0.0790504105
1627,5.7851171077,0.0272346158,1.0025820128,100.000000,0.54628571,-0.0000592628,0.0790383195
1629,5.7820475455,0.0265681086,1.0025830834,100.000000,0.54628571,-0.0000606573,0.0790260960
1631,5.7802843864,0.0254850379,1.0025841154,100.000000,0.54628571,-0.0000620668,0.0790139290
1633,5.7799860872,0.0240274758,1.0025851124,100.000000,0.54628571,-0.0000634912,0.0790020047
1635,5.7812579594,0.0222526313,1.0025860801,100.000000,0.54628571,-0.0000649304,0.0789904881
1637,5.7841505052,0.0202302434,1.0025870254,100.000000,0.54628571,-0.0000663847,0.0789795085
1639,5.7886595956,0.0180383628,1.0025879562,100.000000,0.54628571,-0.0000678539,0.0789691504
1641,5.7947281406,0.0157579193,1.0025888812,100.000000,0.54628571,-0.0000693383,0.0789594501
1643,5.8022491321,0.0134666619,1.0025898095,100.000000,0.54628571,-0.0000708378,0.0789503995
1645,5.8110701177,0.0112331808,1.0025907503,100.000000,0.54628571,-0.0000723525,0.0789419547
1647,5.8209992185,0.0091117417,1.0025917123,100.000000,0.54628571,-0.0000738822,0.0789340471
1649,5.8318127233,0.0071385842,1.0025927042,100.000000,0.54628571,-0.0000754271,0.0789265973
1651,5.8432640939,0.0053301515,1.0025937338,100.000000,0.54628571,-0.0000769873,0.0789195271
1653,5.8550939811,0.0036834696,1.0025948082,100.000000,0.54628571,-0.0000785629,0.0789127697
1655,5.8670406499,0.0021785949,1.0025959337,100.000000,0.54628571,-0.0000801543,0.0789062779
1657,5.8788501175,0.0007827644,1.0025971158,100.000000,0.54628571,-0.0000817618,0.0789000282
1659,5.8902853364,-0.0005443550,1.0025983589,100.000000,0.54628571,-0.0000833860,0.0788940217
1661,5.9011339019,-0.0018450625,1.0025996664,100.000000,0.54628571,-0.0000850271,0.0788882826
1663,5.9112139817,-0.0031584273,1.0026010408,100.000000,0.54628571,-0.0000866856,0.0788828536
1665,5.9203783986,-0.0045161608,1.0026024834,100.000000,0.54628571,-0.0000883618,0.0788777891
1667,5.9285169930,-0.0059400008,1.0026039945,100.000000,0.54628571,-0.0000900558,0.0788731463
1669,5.9355575251,-0.0074407778,1.0026055733,100.000000,0.54628571,-0.0000917675,0.0788689756
1671,5.9414654278,-0.0090190427,1.0026072180,100.000000,0.54628571,-0.0000934968,0.0788653101
1673,5.9462427011,-0.0106668980,1.0026089261,100.000000,0.54628571,-0.0000952435,0.0788621562
1675,5.9499261620,-0.0123705224,1.0026106941,100.000000,0.54628571,-0.0000970073,0.0788594868
1677,5.9525851569,-0.0141128498,1.0026125184,100.000000,0.54628571,-0.0000987880,0.0788572371
1679,5.9543187189,-0.0158759321,1.0026143945,100.000000,0.54628571,-0.0001005854,0.0788553063
1681,5.9552520544,-0.0176426722,1.0026163182,100.000000,0.54628571,-0.0001023993,0.0788535640
1683,5.9555321775,-0.0193977960,1.0026182851,100.000000,0.54628571,-0.0001042295,0.0788518622
1685,5.9553225133,-0.0211281049,1.0026202909,100.000000,0.54628571,-0.0001060759,0.0788500521
1687,5.9547963590,-0.0228221689,1.0026223317,100.000000,0.54628571,-0.0001079384,0.0788480023
1689,5.9541292292,-0.0244696742,1.0026244039,100.000000,0.54628571,-0.0001098170,0.0788456189
1691,5.9534902894,-0.0260606305,1.0026265040,100.000000,0.54628571,-0.0001117114,0.0788428614
1693,5.9530332741,-0.0275845887,1.0026286290,100.000000,0.54628571,-0.0001136217,0.0788397541
1695,5.9528874472,-0.0290299584,1.0026307760,100.000000,0.54628571,-0.0001155478,0.0788363896
1697,5.9531492687,-0.0303834544,1.0026329421,100.000000,0.54628571,-0.0001174898,0.0788329237
1699,5.9538754590,-0.0316296719,1.0026351247,100.000000,0.54628571,-0.0001194477,0.0788295619
1701,5.9550780896,-0.0327507854,1.0026373211,100.000000,0.54628571,-0.0001214218,0.0788265387
1703,5.9567221991,-0.0337263785,1.0026395286,100.000000,0.54628571,-0.0001234122,0.0788240917
1705,5.9587262382,-0.0345334314,1.0026417448,100.000000,0.54628571,-0.0001254192,0.0788224345
1707,5.9609654196,-0.0351465069,1.0026439675,100.000000,0.54628571,-0.0001274430,0.0788217315
1709,5.9632778099,-0.0355381746,1.0026461946,100.000000,0.54628571,-0.0001294835,0.0788220769
1711,5.9654727710,-0.0356797043,1.0026484249,100.000000,0.54628571,-0.0001315409,0.0788234824
1713,5.9673411608,-0.0355420336,1.0026506575,100.000000,0.54628571,-0.0001336149,0.0788258733
1715,5.9686665612,-0.0350969908,1.0026528926,100.000000,0.54628571,-0.0001357053,0.0788290929
1717,5.9692367257,-0.0343187257,1.0026551310,100.000000,0.54628571,-0.0001378119,0.0788329159
1719,5.9688544447,-0.0331852773,1.0026573745,100.000000,0.54628571,-0.0001399344,0.0788370676
1721,5.9673471205,-0.0316801820,1.0026596260,100.000000,0.54628571,-0.0001420725,0.0788412454
1723,5.9645744975,-0.0297940086,1.0026618888,100.000000,0.54628571,-0.0001442260,0.0788451428
1725,5.9604342088,-0.0275256854,1.0026641673,100.000000,0.54628571,-0.0001463949,0.0788484694
1727,5.9548650193,-0.0248834799,1.0026664661,100.000000,0.54628571,-0.0001485791,0.0788509694
1729,5.9478478538,-0.0218854937,1.0026687903,100.000000,0.54628571,-0.0001507785,0.0788524338
1731,5.9394048574,-0.0185595645,1.0026711448,100.000000,0.54628571,-0.0001529932,0.0788527078
1733,5.9295968274,-0.0149425173,1.0026735341,100.000000,0.54628571,-0.0001552233,0.0788516936
1735,5.9185193862,-0.0110787797,1.0026759622,100.000000,0.54628571,-0.0001574687,0.0788493486
1737,5.9062982413,-0.0070184678,1.0026784319,100.000000,0.54628571,-0.0001597295,0.0788456802
1739,5.8930838255,-0.0028151314,1.0026809447,100.000000,0.54628571,-0.0001620056,0.0788407386
1741,5.8790455609,0.0014765879,1.0026835005,100.000000,0.54628571,-0.0001642971,0.0788346082
1743,5.8643659570,0.0058031091,1.0026860976,100.000000,0.54628571,-0.0001666038,0.0788273995
1745,5.8492347562,0.0101136260,1.0026887321,100.000000,0.54628571,-0.0001689258,0.0788192409
1747,5.8338433650,0.0143612073,1.0026913988,100.000000,0.54628571,-0.0001712631,0.0788102716
1749,5.8183798394,0.0185032166,1.0026940904,100.000000,0.54628571,-0.0001736155,0.0788006370
1751,5.8030247018,0.0225011043,1.0026967986,100.000000,0.54628571,-0.0001759830,0.0787904847
1753,5.7879478207,0.0263197214,1.0026995139,100.000000,0.54628571,-0.0001783655,0.0787799622
1755,5.7733064851,0.0299263756,1.0027022262,100.000000,0.54628571,-0.0001807629,0.0787692155
1757,5.7592446458,0.0332898594,1.0027049251,100.000000,0.54628571,-0.0001831749,0.0787583883
1759,5.7458931187,0.0363796601,1.0027076004,100.000000,0.54628571,-0.0001856014,0.0787476206
1761,5.7333703950,0.0391654930,1.0027102427,100.000000,0.54628571,-0.0001880423,0.0787370475
1763,5.7217836139,0.0416172313,1.0027128432,100.000000,0.54628571,-0.0001904973,0.0787267965
1765,5.7112292654,0.0437052313,1.0027153946,100.000000,0.54628571,-0.0001929664,0.0787169839
1767,5.7017932953,0.0454009994,1.0027178907,100.000000,0.54628571,-0.0001954494,0.0787077112
1769,5.6935504661,0.0466781188,1.0027203272,100.000000,0.54628571,-0.0001979462,0.0786990598
1771,5.6865630292,0.0475133425,1.0027227011,100.000000,0.54628571,-0.0002004568,0.0786910869
1773,5.6808789422,0.0478877654,1.0027250112,100.000000,0.54628571,-0.0002029812,0.0786838210
1775,5.6765299763,0.0477879988,1.0027272579,100.000000,0.54628571,-0.0002055192,0.0786772589
1777,5.6735300701,0.0472072786,1.0027294430,100.000000,0.54628571,-0.0002080710,0.0786713640
1779,5.6718742098,0.0461464416,1.0027315696,100.000000,0.54628571,-0.0002106365,0.0786660671
1781,5.6715379747,0.0446147019,1.0027336419,100.000000,0.54628571,-0.0002132156,0.0786612689
1783,5.6724777139,0.0426301538,1.0027356653,100.000000,0.54628571,-0.0002158085,0.0786568452
1785,5.6746311805,0.0402199287,1.0027376453,100.000000,0.54628571,-0.0002184152,0.0786526539
1787,5.6779183619,0.0374199391,1.0027395883,100.000000,0.54628571,-0.0002210355,0.0786485440
1789,5.6822422530,0.0342741669,1.0027415003,100.000000,0.54628571,-0.0002236697,0.0786443653
1791,5.6874894086,0.0308334827,1.0027433874,100.000000,0.54628571,-0.0002263176,0.0786399783
1793,5.6935302739,0.0271540330,1.0027452551,100.000000,0.54628571,-0.0002289793,0.0786352630
1795,5.7002194825,0.0232952791,1.0027471083,100.000000,0.54628571,-0.0002316548,0.0786301263
1797,5.7073964841,0.0193178255,1.0027489508,100.000000,0.54628571,-0.0002343440,0.0786245064
1799,5.7148869765,0.0152812129,1.0027507857,100.000000,0.54628571,-0.0002370472,0.0786183746
1801,5.7225056273,0.0112418773,1.0027526147,100.000000,0.54628571,-0.0002397642,0.0786117339
1803,5.7300604679,0.0072514719,1.0027544386,100.000000,0.54628571,-0.0002424952,0.0786046150
1805,5.7373591321,0.0033557216,1.0027562569,100.000000,0.54628571,-0.0002452403,0.0785970700
1807,5.7442168240,-0.0004060801,1.0027580680,100.000000,0.54628571,-0.0002479995,0.0785891643
1809,5.7504655767,-0.0040009006,1.0027598695,100.000000,0.54628571,-0.0002507729,0.0785809689
1811,5.7559640702,-0.0074011886,1.0027616582,100.000000,0.54628571,-0.0002535604,0.0785725527
1813,5.7606070564,-0.0105836394,1.0027634302,100.000000,0.54628571,-0.0002563621,0.0785639761
1815,5.7643333433,-0.0135277412,1.0027651810,100.000000,0.54628571,-0.0002591777,0.0785552875
1817,5.7671313405,-0.0162143765,1.0027669062,100.000000,0.54628571,-0.0002620071,0.0785465206
1819,5.7690413607,-0.0186247629,1.0027686012,100.000000,0.54628571,-0.0002648499,0.0785376962
1821,5.7701541953,-0.0207399708,1.0027702616,100.000000,0.54628571,-0.0002677058,0.0785288242
1823,5.7706058795,-0.0225411715,1.0027718835,100.000000,0.54628571,-0.0002705745,0.0785199078
1825,5.7705689920,-0.0240106506,1.0027734633,100.000000,0.54628571,-0.0002734556,0.0785109485
1827,5.7702412164,-0.0251334946,1.0027749986,100.000000,0.54628571,-0.0002763490,0.0785019503
1829,5.7698321862,-0.0258997298,1.0027764875,100.000000,0.54628571,-0.0002792544,0.0784929230
1831,5.7695497801,-0.0263066010,1.0027779292,100.000000,0.54628571,-0.0002821720,0.0784838840
1833,5.7695870329,-0.0263606248,1.0027793239,100.000000,0.54628571,-0.0002851018,0.0784748581
1835,5.7701106734,-0.0260790532,1.0027806725,100.000000,0.54628571,-0.0002880440,0.0784658759
1837,5.7712520436,-0.0254904415,1.0027819772,100.000000,0.54628571,-0.0002909991,0.0784569712
1839,5.7731008471,-0.0246341194,1.0027832407,100.000000,0.54628571,-0.0002939673,0.0784481780
1841,5.7757018730,-0.0235585017,1.0027844664,100.000000,0.54628571,-0.0002969490,0.0784395283
1843,5.7790546009,-0.0223183291,1.0027856582,100.000000,0.54628571,-0.0002999447,0.0784310510
1845,5.7831154285,-0.0209710752,1.0027868204,100.000000,0.54628571,-0.0003029545,0.0784227724
1847,5.7878021780,-0.0195728774,1.0027879573,100.000000,0.54628571,-0.0003059786,0.0784147188
1849,5.7930005072,-0.0181744267,1.0027890732,100.000000,0.54628571,-0.0003090172,0.0784069199
1851,5.7985718401,-0.0168172745,1.0027901723,100.000000,0.54628571,-0.0003120701,0.0783994127
1853,5.8043624094,-0.0155309782,1.0027912588,100.000000,0.54628571,-0.0003151374,0.0783922454
1855,5.8102129588,-0.0143314150,1.0027923365,100.000000,0.54628571,-0.0003182188,0.0783854793
1857,5.8159685844,-0.0132204541,1.0027934090,100.000000,0.54628571,-0.0003213141,0.0783791891
1859,5.8214881319,-0.0121870079,1.0027944799,100.000000,0.54628571,-0.0003244232,0.0783734603
1861,5.8266525281,-0.0112093115,1.0027955524,100.000000,0.54628571,-0.0003275458,0.0783683839
1863,5.8313714476,-0.0102581230,1.0027966299,100.000000,0.54628571,-0.0003306816,0.0783640495
1865,5.8355878112,-0.0093004286,1.0027977154,100.000000,0.54628571,-0.0003338304,0.0783605363
1867,5.8392797678,-0.0083031854,1.0027988121,100.000000,0.54628571,-0.0003369921,0.0783579039
1869,5.8424600325,-0.0072366569,1.0027999228,100.000000,0.54628571,-0.0003401664,0.0783561834
1871,5.8451726829,-0.0060769848,1.0028010506,100.000000,0.54628571,-0.0003433531,0.0783553696
1873,5.8474877472,-0.0048077759,1.0028021980,100.000000,0.54628571,-0.0003465520,0.0783554159
1875,5.8494941039,-0.0034206501,1.0028033675,100.000000,0.54628571,-0.0003497631,0.0783562309
1877,5.8512913388,-0.0019148487,1.0028045613,100.000000,0.54628571,-0.0003529863,0.0783576794
1879,5.8529812611,-0.0002961320,1.0028057811,100.000000,0.54628571,-0.0003562214,0.0783595857
1881,5.8546597555,0.0014247359,1.0028070283,100.000000,0.54628571,-0.0003594686,0.0783617414
1883,5.8564095673,0.0032336075,1.0028083039,100.000000,0.54628571,-0.0003627279,0.0783639159
1885,5.8582944809,0.0051144110,1.0028096082,100.000000,0.54628571,-0.0003659992,0.0783658705
1887,5.8603551952,0.0070502697,1.0028109414,100.000000,0.54628571,-0.0003692826,0.0783673745
1889,5.8626070369,0.0090241975,1.0028123027,100.000000,0.54628571,-0.0003725781,0.0783682225
1891,5.8650395028,0.0110193833,1.0028136914,100.000000,0.54628571,-0.0003758858,0.0783682515
1893,5.8676175010,0.0130191387,1.0028151060,100.000000,0.54628571,-0.0003792058,0.0783673561
1895,5.8702840655,0.0150066203,1.0028165446,100.000000,0.54628571,-0.0003825379,0.0783654999
1897,5.8729642564,0.0169644423,1.0028180050,100.000000,0.54628571,-0.0003858823,0.0783627216
1899,5.8755699156,0.0188742721,1.0028194848,100.000000,0.54628571,-0.0003892390,0.0783591345
1901,5.8780049247,0.0207164787,1.0028209809,100.000000,0.54628571,-0.0003926078,0.0783549190
1903,5.8801706031,0.0224698712,1.0028224903,100.000000,0.54628571,-0.0003959889,0.0783503078
1905,5.8819708911,0.0241115516,1.0028240098,100.000000,0.54628571,-0.0003993821,0.0783455660
1907,5.8833169874,0.0256168931,1.0028255358,100.000000,0.54628571,-0.0004027874,0.0783409671
1909,5.8841311588,0.0269596586,1.0028270652,100.000000,0.54628571,-0.0004062045,0.0783367676
1911,5.8843495092,0.0281122742,1.0028285947,100.000000,0.54628571,-0.0004096335,0.0783331837
1913,5.8839235907,0.0290462733,1.0028301215,100.000000,0.54628571,-0.0004130739,0.0783303714
1915,5.8828208482,0.0297329219,1.0028316431,100.000000,0.54628571,-0.0004165255,0.0783284137
1917,5.8810239983,0.0301440241,1.0028331575,100.000000,0.54628571,-0.0004199880,0.0783273145
1919,5.8785295474,0.0302528936,1.0028346636,100.000000,0.54628571,-0.0004234612,0.0783270014
1921,5.8753457267,0.0300354551,1.0028361607,100.000000,0.54628571,-0.0004269448,0.0783273350
1923,5.8714901623,0.0294714267,1.0028376492,100.000000,0.54628571,-0.0004304385,0.0783281244
1925,5.8669875967,0.0285455135,1.0028391303,100.000000,0.54628571,-0.0004339423,0.0783291465
1927,5.8618679314,0.0272485338,1.0028406059,100.000000,0.54628571,-0.0004374559,0.0783301670
1929,5.8561647847,0.0255783848,1.0028420786,100.000000,0.54628571,-0.0004409796,0.0783309603
1931,5.8499146556,0.0235407560,1.0028435519,100.000000,0.54628571,-0.0004445132,0.0783313278
1933,5.8431566780,0.0211494986,1.0028450295,100.000000,0.54628571,-0.0004480568,0.0783311116
1935,5.8359328511,0.0184265804,1.0028465155,100.000000,0.54628571,-0.0004516107,0.0783302042
1937,5.8282885576,0.0154015819,1.0028480139,100.000000,0.54628571,-0.0004551748,0.0783285533
1939,5.8202731389,0.0121107380,1.0028495289,100.000000,0.54628571,-0.0004587492,0.0783261619
1941,5.8119402995,0.0085955813,1.0028510638,100.000000,0.54628571,-0.0004623341,0.0783230844
1943,5.8033481473,0.0049013011,1.0028526216,100.000000,0.54628571,-0.0004659294,0.0783194197
1945,5.7945587520,0.0010749758,1.0028542043,100.000000,0.54628571,-0.0004695350,0.0783153010
1947,5.7856371995,-0.0028361335,1.0028558131,100.000000,0.54628571,-0.0004731509,0.0783108846
1949,5.7766502184,-0.0067860500,1.0028574482,100.000000,0.54628571,-0.0004767769,0.0783063378
1951,5.7676645544,-0.0107311629,1.0028591084,100.000000,0.54628571,-0.0004804128,0.0783018273
1953,5.7587453241,-0.0146308425,1.0028607919,100.000000,0.54628571,-0.0004840583,0.0782975078
1955,5.7499546097,-0.0184475839,1.0028624958,100.000000,0.54628571,-0.0004877132,0.0782935137
1957,5.7413505236,-0.0221467475,1.0028642167,100.000000,0.54628571,-0.0004913771,0.0782899516
1959,5.7329869041,-0.0256960270,1.0028659505,100.000000,0.54628571,-0.0004950497,0.0782868963
1961,5.7249136898,-0.0290648013,1.0028676930,100.000000,0.54628571,-0.0004987308,0.0782843891
1963,5.7171778986,-0.0322235284,1.0028694398,100.000000,0.54628571,-0.0005024200,0.0782824377
1965,5.7098250202,-0.0351433131,1.0028711868,100.000000,0.54628571,-0.0005061173,0.0782810196
1967,5.7029005398,-0.0377957318,1.0028729300,100.000000,0.54628571,-0.0005098223,0.0782800848
1969,5.6964512672,-0.0401529526,1.0028746660,100.000000,0.54628571,-0.0005135352,0.0782795611
1971,5.6905261555,-0.0421881387,1.0028763919,100.000000,0.54628571,-0.0005172559,0.0782793587
1973,5.6851763537,-0.0438760927,1.0028781053,100.000000,0.54628571,-0.0005209843,0.0782793753
1975,5.6804543380,-0.0451940787,1.0028798039,100.000000,0.54628571,-0.0005247207,0.0782795006
1977,5.6764120966,-0.0461227503,1.0028814863,100.000000,0.54628571,-0.0005284651,0.0782796202
1979,5.6730984726,-0.0466471145,1.0028831510,100.000000,0.54628571,-0.0005322177,0.0782796195
1981,5.6705558854,-0.0467574628,1.0028847966,100.000000,0.54628571,-0.0005359785,0.0782793870
1983,5.6688167347,-0.0464502040,1.0028864221,100.000000,0.54628571,-0.0005397476,0.0782788170
1985,5.6678998299,-0.0457285362,1.0028880260,100.000000,0.54628571,-0.0005435251,0.0782778130
1987,5.6678071845,-0.0446028948,1.0028896070,100.000000,0.54628571,-0.0005473110,0.0782762901
1989,5.6685214712,-0.0430911202,1.0028911635,100.000000,0.54628571,-0.0005511052,0.0782741784
1991,5.6700043665,-0.0412182975,1.0028926941,100.000000,0.54628571,-0.0005549076,0.0782714258
1993,5.6721959364,-0.0390162396,1.0028941969,100.000000,0.54628571,-0.0005587180,0.0782680007
1995,5.6750151410,-0.0365226129,1.0028956703,100.000000,0.54628571,-0.0005625365,0.0782638939
1997,5.6783614761,-0.0337797363,1.0028971128,100.000000,0.54628571,-0.0005663627,0.0782591205
1999,5.6821177237,-0.0308331240,1.0028985229,100.000000,0.54628571,-0.0005701967,0.0782537195
2001,5.6861537452,-0.0277298748,1.0028998997,100.000000,0.54628571,-0.0005740383,0.0782479103
2003,5.6903312168,-0.0245170386,1.0029012425,100.000000,0.54628571,-0.0005778875,0.0782422109
2005,5.6945091588,-0.0212401012,1.0029025509,100.000000,0.54628571,-0.0005817443,0.0782360371
2007,5.6985500518,-0.0179417277,1.0029038251,100.000000,0.54628571,-0.0005856089,0.0782295036
2009,5.7023262609,-0.0146608752,1.0029050657,100.000000,0.54628571,-0.0005894813,0.0782227314
2011,5.7057264142,-0.0114323484,1.0029062736,100.000000,0.54628571,-0.0005933617,0.0782158387
2013,5.7086613158,-0.0082868112,1.0029074501,100.000000,0.54628571,-0.0005972500,0.0782089327
2015,5.7110689431,-0.0052512061,1.0029085967,100.000000,0.54628571,-0.0006011465,0.0782021022
2017,5.7129180829,-0.0023494733,1.0029097151,100.000000,0.54628571,-0.0006050511,0.0781954122
2019,5.7142102244,0.0003965887,1.0029108068,100.000000,0.54628571,-0.0006089638,0.0781891237
2021,5.7149794408,0.0029665054,1.0029118737,100.000000,0.54628571,-0.0006128844,0.0781830210
2023,5.7152901515,0.0053405344,1.0029129173,100.000000,0.54628571,-0.0006168127,0.0781770691
2025,5.7152328401,0.0074994537,1.0029139392,100.000000,0.54628571,-0.0006207485,0.0781712280
2027,5.7149179984,0.0094248240,1.0029149408,100.000000,0.54628571,-0.0006246917,0.0781654440
2029,5.7144687371,0.0110997455,1.0029159233,100.000000,0.54628571,-0.0006286418,0.0781596579
2031,5.7140126362,0.0125100401,1.0029168879,100.000000,0.54628571,-0.0006325989,0.0781538128
2033,5.7136734843,0.0136457149,1.0029178358,100.000000,0.54628571,-0.0006365630,0.0781478615
2035,5.7135635567,0.0145024952,1.0029187680,100.000000,0.54628571,-0.0006405340,0.0781417731
2037,5.7137770262,0.0150831897,1.0029196856,100.000000,0.54628571,-0.0006445125,0.0781355367
2039,5.7143849722,0.0153986455,1.0029205897,100.000000,0.54628571,-0.0006484986,0.0781291645
2041,5.7154322996,0.0154680924,1.0029214816,100.000000,0.54628571,-0.0006524930,0.0781226919
2043,5.7169366909,0.0153187427,1.0029223625,100.000000,0.54628571,-0.0006564963,0.0781161763
2045,5.7188895427,0.0149846016,1.0029232338,100.000000,0.54628571,-0.0006605092,0.0781096947
2047,5.7212586835,0.0145045419,1.0029240971,100.000000,0.54628571,-0.0006645321,0.0781033398
2049,5.7239925493,0.0139197926,1.0029249540,100.000000,0.54628571,-0.0006685656,0.0780972161
2051,5.7270254183,0.0132710677,1.0029258062,100.000000,0.54628571,-0.0006726102,0.0780914350
2053,5.7302832607,0.0125956184,1.0029266555,100.000000,0.54628571,-0.0006766658,0.0780861100
2055,5.7336897524,0.0119245057,1.0029275038,100.000000,0.54628571,-0.0006807327,0.0780813515
2057,5.7371720105,0.0112803816,1.0029283532,100.000000,0.54628571,-0.0006848105,0.0780772614
2059,5.7406656466,0.0106760111,1.0029292055,100.000000,0.54628571,-0.0006888989,0.0780739281
2061,5.7441187852,0.0101136907,1.0029300631,100.000000,0.54628571,-0.0006929973,0.0780714207
2063,5.7474947688,0.0095856168,1.0029309280,100.000000,0.54628571,-0.0006971052,0.0780697839
2065,5.7507733729,0.0090751530,1.0029318027,100.000000,0.54628571,-0.0007012219,0.0780690341
2067,5.7539504663,0.0085588386,1.0029326896,100.000000,0.54628571,-0.0007053467,0.0780691552
2069,5.7570361876,0.0080089039,1.0029335914,100.000000,0.54628571,-0.0007094788,0.0780700970
2071,5.7600518371,0.0073960054,1.0029345107,100.000000,0.54628571,-0.0007136178,0.0780717748
2073,5.7630258004,0.0066918828,1.0029354504,100.000000,0.54628571,-0.0007177631,0.0780740705
2075,5.7659889071,0.0058716700,1.0029364133,100.000000,0.54628571,-0.0007219144,0.0780768364
2077,5.7689696707,0.0049156573,1.0029374024,100.000000,0.54628571,-0.0007260715,0.0780799005
2079,5.7719898526,0.0038103882,1.0029384205,100.000000,0.54628571,-0.0007302342,0.0780830735
2081,5.7750607414,0.0025490740,1.0029394703,100.000000,0.54628571,-0.0007344025,0.0780861572
2083,5.7781804503,0.0011313983,1.0029405544,100.000000,0.54628571,-0.0007385767,0.0780889537
2085,5.7813324192,-0.0004371494,1.0029416749,100.000000,0.54628571,-0.0007427571,0.0780913020
2087,5.7844851840,-0.0021462299,1.0029428338,100.000000,0.54628571,-0.0007469438,0.0780930644
2089,5.7875933569,-0.0039817200,1.0029440324,100.000000,0.54628571,-0.0007511375,0.0780940397
2091,5.7905996625,-0.0059267281,1.0029452717,100.000000,0.54628571,-0.0007553384,0.0780941257
2093,5.7934377995,-0.0079624479,1.0029465521,100.000000,0.54628571,-0.0007595470,0.0780932626
2095,5.7960358572,-0.0100687885,1.0029478736,100.000000,0.54628571,-0.0007637637,0.0780914377
2097,5.7983200049,-0.0122247752,1.0029492355,100.000000,0.54628571,-0.0007679888,0.0780886864
2099,5.8002181814,-0.0144087458,1.0029506366,100.000000,0.54628571,-0.0007722225,0.0780850913
2101,5.8016635472,-0.0165983971,1.0029520753,100.000000,0.54628571,-0.0007764650,0.0780807777
2103,5.8025975054,-0.0187707396,1.0029535497,100.000000,0.54628571,-0.0007807162,0.0780759064
2105,5.8029721464,-0.0209020139,1.0029550572,100.000000,0.54628571,-0.0007849761,0.0780706642
2107,5.8027520255,-0.0229676157,1.0029565952,100.000000,0.54628571,-0.0007892446,0.0780652518
2109,5.8019152334,-0.0249420592,1.0029581606,100.000000,0.54628571,-0.0007935211,0.0780598712
2111,5.8004537642,-0.0267990075,1.0029597505,100.000000,0.54628571,-0.0007978055,0.0780547118
2113,5.7983732333,-0.0285113861,1.0029613617,100.000000,0.54628571,-0.0008020973,0.0780499386
2115,5.7956920252,-0.0300515990,1.0029629911,100.000000,0.54628571,-0.0008063959,0.0780456813
2117,5.7924399841,-0.0313918613,1.0029646358,100.000000,0.54628571,-0.0008107010,0.0780420269
2119,5.7886567711,-0.0325046613,1.0029662931,100.000000,0.54628571,-0.0008150121,0.0780390157
2121,5.7843900176,-0.0333633555,1.0029679606,100.000000,0.54628571,-0.0008193288,0.0780366414
2123,5.7796933980,-0.0339428922,1.0029696363,100.000000,0.54628571,-0.0008236509,0.0780348552
2125,5.7746247264,-0.0342206424,1.0029713186,100.000000,0.54628571,-0.0008279782,0.0780335730
2127,5.7692441631,-0.0341773046,1.0029730064,100.000000,0.54628571,-0.0008323106,0.0780326854
2129,5.7636125888,-0.0337978311,1.0029746992,100.000000,0.54628571,-0.0008366481,0.0780320694
2131,5.7577901846,-0.0330723130,1.0029763969,100.000000,0.54628571,-0.0008409906,0.0780316000
2133,5.7518352345,-0.0319967509,1.0029780999,100.000000,0.54628571,-0.0008453385,0.0780311619
2135,5.7458031529,-0.0305736350,1.0029798093,100.000000,0.54628571,-0.0008496916,0.0780306583
2137,5.7397457284,-0.0288122641,1.0029815263,100.000000,0.54628571,-0.0008540503,0.0780300190
2139,5.7337105664,-0.0267287476,1.0029832526,100.000000,0.54628571,-0.0008584146,0.0780292036
2141,5.7277407080,-0.0243456560,1.0029849901,100.000000,0.54628571,-0.0008627845,0.0780282042
2143,5.7218743948,-0.0216913236,1.0029867407,100.000000,0.54628571,-0.0008671600,0.0780270430
2145,5.7161449515,-0.0187988404,1.0029885064,100.000000,0.54628571,-0.0008715410,0.0780257695
2147,5.7105807588,-0.0157048134,1.0029902890,100.000000,0.54628571,-0.0008759273,0.0780244542
2149,5.7052052991,-0.0124480091,1.0029920901,100.000000,0.54628571,-0.0008803186,0.0780231821
2151,5.7000372746,-0.0090680095,1.0029939109,100.000000,0.54628571,-0.0008847147,0.0780220447
2153,5.6950908141,-0.0056040129,1.0029957523,100.000000,0.54628571,-0.0008891151,0.0780211324
2155,5.6903758023,-0.0020938947,1.0029976146,100.000000,0.54628571,-0.0008935195,0.0780205265
2157,5.6858983751,0.0014264011,1.0029994975,100.000000,0.54628571,-0.0008979276,0.0780202931
2159,5.6816616156,0.0049231151,1.0030014004,100.000000,0.54628571,-0.0009023389,0.0780204774
2161,5.6776664657,0.0083646027,1.0030033221,100.000000,0.54628571,-0.0009067533,0.0780210997
2163,5.6739128256,0.0117210189,1.0030052608,100.000000,0.54628571,-0.0009111704,0.0780221533
2165,5.6704007696,0.0149638651,1.0030072144,100.000000,0.54628571,-0.0009155901,0.0780236041
2167,5.6671317569,0.0180655191,1.0030091804,100.000000,0.54628571,-0.0009200124,0.0780254842
2169,5.6641096818,0.0209988561,1.0030111559,100.000000,0.54628571,-0.0009244372,0.0780276856
