step,cd_proxy,cl_proxy,mass,effective_re,tau,probe_vorticity,max_speed
2679,5.6140970443,-0.0138377876,1.0033531464,100.000000,0.54628571,-0.0022479831,0.0775152014
2681,5.6183396148,-0.0144472637,1.0033540643,100.000000,0.54628571,-0.0022538401,0.0775136117
2683,5.6226146767,-0.0149767061,1.0033549801,100.000000,0.54628571,-0.0022596974,0.0775119800
2685,5.6268818302,-0.0154016077,1.0033558954,100.000000,0.54628571,-0.0022655543,0.0775102775
2687,5.6310955783,-0.0156978235,1.0033568120,100.000000,0.54628571,-0.0022714106,0.0775084715
2689,5.6352055644,-0.0158429062,1.0033577317,100.000000,0.54628571,-0.0022772664,0.0775065273
2691,5.6391572187,-0.0158172955,1.0033586567,100.000000,0.54628571,-0.0022831220,0.0775044113
2693,5.6428928478,-0.0156052803,1.0033595892,100.000000,0.54628571,-0.0022889780,0.0775020937
2695,5.6463531569,-0.0151956803,1.0033605318,100.000000,0.54628571,-0.0022948352,0.0774995514
2697,5.6494791479,-0.0145822234,1.0033614866,100.000000,0.54628571,-0.0023006945,0.0774967700
2699,5.6522142955,-0.0137636271,1.0033624563,100.000000,0.54628571,-0.0023065569,0.0774937466
2701,5.6545068606,-0.0127434184,1.0033634431,100.000000,0.54628571,-0.0023124233,0.0774904902
2703,5.6563121818,-0.0115295463,1.0033644492,100.000000,0.54628571,-0.0023182944,0.0774870226
2705,5.6575947728,-0.0101338526,1.0033654767,100.000000,0.54628571,-0.0023241709,0.0774833782
2707,5.6583300620,-0.0085714687,1.0033665273,100.000000,0.54628571,-0.0023300530,0.0774796025
2709,5.6585056377,-0.0068601984,1.0033676026,100.000000,0.54628571,-0.0023359409,0.0774757504
2711,5.6581219005,-0.0050199379,1.0033687037,100.000000,0.54628571,-0.0023418343,0.0774718841
2713,5.6571920762,-0.0030721642,1.0033698315,100.000000,0.54628571,-0.0023477327,0.0774680700
2715,5.6557415983,-0.0010395110,1.0033709865,100.000000,0.54628571,-0.0023536354,0.0774643763
2717,5.6538069220,0.0010545668,1.0033721689,100.000000,0.54628571,-0.0023595415,0.0774608697
2719,5.6514338777,0.0031860494,1.0033733785,100.000000,0.54628571,-0.0023654499,0.0774576131
2721,5.6486757062,0.0053305462,1.0033746149,100.000000,0.54628571,-0.0023713595,0.0774546632
2723,5.6455909292,0.0074634509,1.0033758775,100.000000,0.54628571,-0.0023772692,0.0774520687
2725,5.6422412124,0.0095600799,1.0033771654,100.000000,0.54628571,-0.0023831780,0.0774498686
2727,5.6386893523,0.0115958170,1.0033784776,100.000000,0.54628571,-0.0023890848,0.0774480916
2729,5.6349974917,0.0135462812,1.0033798130,100.000000,0.54628571,-0.0023949887,0.0774467554
2731,5.6312256240,0.0153875337,1.0033811704,100.000000,0.54628571,-0.0024008891,0.0774458667
2733,5.6274304082,0.0170963311,1.0033825487,100.000000,0.54628571,-0.0024067853,0.0774454219
2735,5.6236642742,0.0186504297,1.0033839469,100.000000,0.54628571,-0.0024126770,0.0774454074
2737,5.6199747746,0.0200289367,1.0033853638,100.000000,0.54628571,-0.0024185637,0.0774458008
2739,5.6164041174,0.0212126986,1.0033867988,100.000000,0.54628571,-0.0024244453,0.0774465725
2741,5.6129888133,0.0221847139,1.0033882509,100.000000,0.54628571,-0.0024303218,0.0774476867
2743,5.6097593805,0.0229305458,1.0033897196,100.000000,0.54628571,-0.0024361931,0.0774491032
2745,5.6067400651,0.0234387123,1.0033912044,100.000000,0.54628571,-0.0024420592,0.0774507791
2747,5.6039485609,0.0237010223,1.0033927049,100.000000,0.54628571,-0.0024479203,0.0774526700
2749,5.6013957375,0.0237128322,1.0033942208,100.000000,0.54628571,-0.0024537764,0.0774547314
2751,5.5990854038,0.0234731948,1.0033957519,100.000000,0.54628571,-0.0024596277,0.0774569199
2753,5.5970141532,0.0229848809,1.0033972979,100.000000,0.54628571,-0.0024654741,0.0774591941
2755,5.5951713436,0.0222542651,1.0033988587,100.000000,0.54628571,-0.0024713157,0.0774615148
2757,5.5935392604,0.0212910760,1.0034004339,100.000000,0.54628571,-0.0024771525,0.0774638449
2759,5.5920935099,0.0201080264,1.0034020230,100.000000,0.54628571,-0.0024829843,0.0774661497
2761,5.5908036660,0.0187203524,1.0034036256,100.000000,0.54628571,-0.0024888109,0.0774683958
2763,5.5896341827,0.0171452976,1.0034052409,100.000000,0.54628571,-0.0024946321,0.0774705504
2765,5.5885455586,0.0154015906,1.0034068679,100.000000,0.54628571,-0.0025004473,0.0774725807
2767,5.5874957202,0.0135089564,1.0034085054,100.000000,0.54628571,-0.0025062563,0.0774744527
2769,5.5864415754,0.0114877052,1.0034101522,100.000000,0.54628571,-0.0025120583,0.0774761311
2771,5.5853406697,0.0093584239,1.0034118067,100.000000,0.54628571,-0.0025178528,0.0774775785
2773,5.5841528714,0.0071417842,1.0034134669,100.000000,0.54628571,-0.0025236393,0.0774787562
2775,5.5828420037,0.0048584641,1.0034151310,100.000000,0.54628571,-0.0025294172,0.0774796246
2777,5.5813773453,0.0025291618,1.0034167969,100.000000,0.54628571,-0.0025351858,0.0774801442
2779,5.5797349233,0.0001746700,1.0034184623,100.000000,0.54628571,-0.0025409449,0.0774802777
2781,5.5778985342,-0.0021840301,1.0034201250,100.000000,0.54628571,-0.0025466939,0.0774799915
2783,5.5758604405,-0.0045256976,1.0034217825,100.000000,0.54628571,-0.0025524327,0.0774792580
2785,5.5736217082,-0.0068288217,1.0034234327,100.000000,0.54628571,-0.0025581611,0.0774780573
2787,5.5711921668,-0.0090717019,1.0034250733,100.000000,0.54628571,-0.0025638791,0.0774763791
2789,5.5685899936,-0.0112326359,1.0034267022,100.000000,0.54628571,-0.0025695867,0.0774742240
2791,5.5658409405,-0.0132902188,1.0034283174,100.000000,0.54628571,-0.0025752843,0.0774716039
2793,5.5629772414,-0.0152237413,1.0034299173,100.000000,0.54628571,-0.0025809720,0.0774685422
2795,5.5600362511,-0.0170136642,1.0034315002,100.000000,0.54628571,-0.0025866501,0.0774650730
2797,5.5570588839,-0.0186421358,1.0034330649,100.000000,0.54628571,-0.0025923189,0.0774612402
2799,5.5540879276,-0.0200935130,1.0034346104,100.000000,0.54628571,-0.0025979787,0.0774570953
2801,5.5511663186,-0.0213548451,1.0034361358,100.000000,0.54628571,-0.0026036298,0.0774526958
2803,5.5483354638,-0.0224162807,1.0034376407,100.000000,0.54628571,-0.0026092724,0.0774481027
2805,5.5456336979,-0.0232713660,1.0034391248,100.000000,0.54628571,-0.0026149066,0.0774433784
2807,5.5430949511,-0.0239172088,1.0034405880,100.000000,0.54628571,-0.0026205325,0.0774385849
2809,5.5407476958,-0.0243544969,1.0034420305,100.000000,0.54628571,-0.0026261503,0.0774337818
2811,5.5386142194,-0.0245873686,1.0034434524,100.000000,0.54628571,-0.0026317599,0.0774290253
2813,5.5367102506,-0.0246231467,1.0034448542,100.000000,0.54628571,-0.0026373613,0.0774243667
2815,5.5350449433,-0.0244719579,1.0034462363,100.000000,0.54628571,-0.0026429545,0.0774198520
2817,5.5336212003,-0.0241462670,1.0034475993,100.000000,0.54628571,-0.0026485397,0.0774155214
2819,5.5324362947,-0.0236603610,1.0034489438,100.000000,0.54628571,-0.0026541167,0.0774114089
2821,5.5314827351,-0.0230298205,1.0034502702,100.000000,0.54628571,-0.0026596856,0.0774075425
2823,5.5307493064,-0.0222710117,1.0034515790,100.000000,0.54628571,-0.0026652466,0.0774039435
2825,5.5302222121,-0.0214006297,1.0034528709,100.000000,0.54628571,-0.0026707995,0.0774006272
2827,5.5298862495,-0.0204353132,1.0034541461,100.000000,0.54628571,-0.0026763445,0.0773976023
2829,5.5297259508,-0.0193913415,1.0034554052,100.000000,0.54628571,-0.0026818814,0.0773948711
2831,5.5297266352,-0.0182844131,1.0034566483,100.000000,0.54628571,-0.0026874101,0.0773924295
2833,5.5298753283,-0.0171294958,1.0034578759,100.000000,0.54628571,-0.0026929304,0.0773902671
2835,5.5301615165,-0.0159407284,1.0034590881,100.000000,0.54628571,-0.0026984421,0.0773883671
2837,5.5305777156,-0.0147313497,1.0034602852,100.000000,0.54628571,-0.0027039447,0.0773867073
2839,5.5311198399,-0.0135136287,1.0034614673,100.000000,0.54628571,-0.0027094379,0.0773852601
2841,5.5317873691,-0.0122987715,1.0034626345,100.000000,0.54628571,-0.0027149213,0.0773839933
2843,5.5325833119,-0.0110967904,1.0034637872,100.000000,0.54628571,-0.0027203945,0.0773828715
2845,5.5335139744,-0.0099163269,1.0034649252,100.000000,0.54628571,-0.0027258572,0.0773818568
2847,5.5345885443,-0.0087644363,1.0034660490,100.000000,0.54628571,-0.0027313093,0.0773809101
2849,5.5358185095,-0.0076463526,1.0034671585,100.000000,0.54628571,-0.0027367508,0.0773799929
2851,5.5372169363,-0.0065652644,1.0034682539,100.000000,0.54628571,-0.0027421818,0.0773790681
2853,5.5387976379,-0.0055221393,1.0034693356,100.000000,0.54628571,-0.0027476029,0.0773781015
2855,5.5405742722,-0.0045156395,1.0034704037,100.000000,0.54628571,-0.0027530146,0.0773770633
2857,5.5425594116,-0.0035421658,1.0034714586,100.000000,0.54628571,-0.0027584178,0.0773759284
2859,5.5447636278,-0.0025960608,1.0034725006,100.000000,0.54628571,-0.0027638133,0.0773746776
2861,5.5471946368,-0.0016699877,1.0034735301,100.000000,0.54628571,-0.0027692023,0.0773732976
2863,5.5498565408,-0.0007554834,1.0034745477,100.000000,0.54628571,-0.0027745855,0.0773717812
2865,5.5527491974,0.0001563348,1.0034755538,100.000000,0.54628571,-0.0027799641,0.0773701269
2867,5.5558677350,0.0010739475,1.0034765491,100.000000,0.54628571,-0.0027853386,0.0773683381
2869,5.5592022229,0.0020045520,1.0034775343,100.000000,0.54628571,-0.0027907097,0.0773664224
2871,5.5627374940,0.0029531885,1.0034785103,100.000000,0.54628571,-0.0027960776,0.0773643903
2873,5.5664531083,0.0039219461,1.0034794778,100.000000,0.54628571,-0.0028014423,0.0773622539
2875,5.5703234436,0.0049093187,1.0034804381,100.000000,0.54628571,-0.0028068036,0.0773600258
2877,5.5743178957,0.0059097725,1.0034813920,100.000000,0.54628571,-0.0028121611,0.0773577177
2879,5.5784011776,0.0069135741,1.0034823410,100.000000,0.54628571,-0.0028175141,0.0773553391
2881,5.5825337111,0.0079069030,1.0034832863,100.000000,0.54628571,-0.0028228619,0.0773528971
2883,5.5866721122,0.0088722535,1.0034842294,100.000000,0.54628571,-0.0028282037,0.0773503953
2885,5.5907697817,0.0097891046,1.0034851719,100.000000,0.54628571,-0.0028335390,0.0773478339
2887,5.5947776153,0.0106348119,1.0034861154,100.000000,0.54628571,-0.0028388671,0.0773452101
2889,5.5986448494,0.0113856601,1.0034870618,100.000000,0.54628571,-0.0028441877,0.0773425187
2891,5.6023200554,0.0120179959,1.0034880130,100.000000,0.54628571,-0.0028495007,0.0773397527
2893,5.6057522839,0.0125093610,1.0034889708,100.000000,0.54628571,-0.0028548063,0.0773369053
2895,5.6088923461,0.0128395435,1.0034899373,100.000000,0.54628571,-0.0028601048,0.0773339707
2897,5.6116942007,0.0129914765,1.0034909145,100.000000,0.54628571,-0.0028653968,0.0773309457
2899,5.6141163949,0.0129519324,1.0034919044,100.000000,0.54628571,-0.0028706829,0.0773278313
2901,5.6161234890,0.0127119788,1.0034929087,100.000000,0.54628571,-0.0028759641,0.0773246334
2903,5.6176873818,0.0122671873,1.0034939295,100.000000,0.54628571,-0.0028812410,0.0773213642
2905,5.6187884478,0.0116176101,1.0034949682,100.000000,0.54628571,-0.0028865143,0.0773180420
2907,5.6194163992,0.0107675549,1.0034960263,100.000000,0.54628571,-0.0028917846,0.0773146918
2909,5.6195707993,0.0097252041,1.0034971052,100.000000,0.54628571,-0.0028970522,0.0773113446
2911,5.6192611774,0.0085021314,1.0034982059,100.000000,0.54628571,-0.0029023172,0.0773080364
2913,5.6185067218,0.0071127678,1.0034993290,100.000000,0.54628571,-0.0029075795,0.0773048077
2915,5.6173355631,0.0055738652,1.0035004751,100.000000,0.54628571,-0.0029128385,0.0773017013
2917,5.6157836929,0.0039039947,1.0035016446,100.000000,0.54628571,-0.0029180937,0.0772987616
2919,5.6138935888,0.0021231053,1.0035028372,100.000000,0.54628571,-0.0029233442,0.0772960323
2921,5.6117126424,0.0002521567,1.0035040529,100.000000,0.54628571,-0.0029285891,0.0772935549
2923,5.6092914923,-0.0016871734,1.0035052912,100.000000,0.54628571,-0.0029338271,0.0772913675
2925,5.6066823657,-0.0036727153,1.0035065516,100.000000,0.54628571,-0.0029390572,0.0772895032
2927,5.6039375198,-0.0056819813,1.0035078333,100.000000,0.54628571,-0.0029442782,0.0772879889
2929,5.6011078508,-0.0076923078,1.0035091356,100.000000,0.54628571,-0.0029494893,0.0772868444
2931,5.5982417155,-0.0096809839,1.0035104577,100.000000,0.54628571,-0.0029546894,0.0772860818
2933,5.5953839783,-0.0116253873,1.0035117989,100.000000,0.54628571,-0.0029598778,0.0772857047
2935,5.5925752760,-0.0135031417,1.0035131584,100.000000,0.54628571,-0.0029650538,0.0772857089
2937,5.5898514686,-0.0152923090,1.0035145356,100.000000,0.54628571,-0.0029702172,0.0772860817
2939,5.5872432383,-0.0169716220,1.0035159299,100.000000,0.54628571,-0.0029753674,0.0772868027
2941,5.5847757934,-0.0185207584,1.0035173409,100.000000,0.54628571,-0.0029805046,0.0772878448
2943,5.5824686409,-0.0199206525,1.0035187682,100.000000,0.54628571,-0.0029856286,0.0772891745
2945,5.5803354060,-0.0211538317,1.0035202116,100.000000,0.54628571,-0.0029907395,0.0772907533
2947,5.5783836891,-0.0222047651,1.0035216710,100.000000,0.54628571,-0.0029958377,0.0772925391
2949,5.5766149702,-0.0230602010,1.0035231463,100.000000,0.54628571,-0.0030009233,0.0772944871
2951,5.5750245834,-0.0237094741,1.0035246374,100.000000,0.54628571,-0.0030059966,0.0772965512
2953,5.5736017918,-0.0241447568,1.0035261442,100.000000,0.54628571,-0.0030110580,0.0772986851
2955,5.5723299975,-0.0243612342,1.0035276666,100.000000,0.54628571,-0.0030161078,0.0773008432
2957,5.5711871173,-0.0243571859,1.0035292044,100.000000,0.54628571,-0.0030211461,0.0773029817
2959,5.5701461452,-0.0241339631,1.0035307572,100.000000,0.54628571,-0.0030261732,0.0773050587
2961,5.5691759097,-0.0236958599,1.0035323245,100.000000,0.54628571,-0.0030311891,0.0773070349
2963,5.5682420187,-0.0230498872,1.0035339056,100.000000,0.54628571,-0.0030361938,0.0773088737
2965,5.5673079690,-0.0222054651,1.0035354996,100.000000,0.54628571,-0.0030411871,0.0773105410
2967,5.5663363842,-0.0211740623,1.0035371052,100.000000,0.54628571,-0.0030461688,0.0773120051
2969,5.5652903327,-0.0199688115,1.0035387213,100.000000,0.54628571,-0.0030511384,0.0773132368
2971,5.5641346733,-0.0186041351,1.0035403460,100.000000,0.54628571,-0.0030560956,0.0773142093
2973,5.5628373698,-0.0170954117,1.0035419776,100.000000,0.54628571,-0.0030610397,0.0773148981
2975,5.5613707205,-0.0154587074,1.0035436141,100.000000,0.54628571,-0.0030659701,0.0773152812
2977,5.5597124507,-0.0137105850,1.0035452535,100.000000,0.54628571,-0.0030708863,0.0773153397
2979,5.5578466224,-0.0118679945,1.0035468933,100.000000,0.54628571,-0.0030757876,0.0773150584
2981,5.5557643274,-0.0099482349,1.0035485314,100.000000,0.54628571,-0.0030806734,0.0773144262
2983,5.5534641334,-0.0079689671,1.0035501654,100.000000,0.54628571,-0.0030855433,0.0773134371
2985,5.5509522676,-0.0059482511,1.0035517931,100.000000,0.54628571,-0.0030903969,0.0773120910
2987,5.5482425275,-0.0039045768,1.0035534123,100.000000,0.54628571,-0.0030952340,0.0773103938
2989,5.5453559211,-0.0018568581,1.0035550211,100.000000,0.54628571,-0.0031000545,0.0773083584
2991,5.5423200449,0.0001756339,1.0035566176,100.000000,0.54628571,-0.0031048584,0.0773060040
2993,5.5391682189,0.0021734169,1.0035582002,100.000000,0.54628571,-0.0031096459,0.0773033565
2995,5.5359384077,0.0041170281,1.0035597675,100.000000,0.54628571,-0.0031144172,0.0773004476
2997,5.5326719640,0.0059873376,1.0035613185,100.000000,0.54628571,-0.0031191729,0.0772973138
2999,5.5294122414,0.0077659285,1.0035628524,100.000000,0.54628571,-0.0031239132,0.0772939953
3001,5.5262031308,0.0094355220,1.0035643684,100.000000,0.54628571,-0.0031286387,0.0772905345
3003,5.5230875816,0.0109804180,1.0035658665,100.000000,0.54628571,-0.0031333498,0.0772869751
3005,5.5201061726,0.0123869175,1.0035673463,100.000000,0.54628571,-0.0031380471,0.0772833600
3007,5.5172957995,0.0136436973,1.0035688080,100.000000,0.54628571,-0.0031427308,0.0772797307
3009,5.5146885387,0.0147421048,1.0035702519,100.000000,0.54628571,-0.0031474014,0.0772761259
3011,5.5123107450,0.0156763527,1.0035716783,100.000000,0.54628571,-0.0031520592,0.0772725806
3013,5.5101824231,0.0164435990,1.0035730876,100.000000,0.54628571,-0.0031567044,0.0772691258
3015,5.5083169014,0.0170439065,1.0035744802,100.000000,0.54628571,-0.0031613371,0.0772657881
3017,5.5067208168,0.0174800878,1.0035758566,100.000000,0.54628571,-0.0031659575,0.0772625892
3019,5.5053944011,0.0177574492,1.0035772173,100.000000,0.54628571,-0.0031705657,0.0772595464
3021,5.5043320442,0.0178834542,1.0035785626,100.000000,0.54628571,-0.0031751617,0.0772566723
3023,5.5035230918,0.0178673327,1.0035798928,100.000000,0.54628571,-0.0031797456,0.0772539754
3025,5.5029528260,0.0177196627,1.0035812082,100.000000,0.54628571,-0.0031843172,0.0772514597
3027,5.5026035713,0.0174519533,1.0035825087,100.000000,0.54628571,-0.0031888767,0.0772491258
3029,5.5024558649,0.0170762503,1.0035837945,100.000000,0.54628571,-0.0031934239,0.0772469701
3031,5.5024896314,0.0166047851,1.0035850656,100.000000,0.54628571,-0.0031979588,0.0772449858
3033,5.5026853110,0.0160496763,1.0035863216,100.000000,0.54628571,-0.0032024811,0.0772431626
3035,5.5030248906,0.0154226898,1.0035875626,100.000000,0.54628571,-0.0032069908,0.0772414870
3037,5.5034928027,0.0147350528,1.0035887881,100.000000,0.54628571,-0.0032114876,0.0772399428
3039,5.5040766579,0.0139973129,1.0035899979,100.000000,0.54628571,-0.0032159713,0.0772385109
3041,5.5047677896,0.0132192300,1.0035911917,100.000000,0.54628571,-0.0032204416,0.0772371700
3043,5.5055615931,0.0124096836,1.0035923692,100.000000,0.54628571,-0.0032248983,0.0772358968
3045,5.5064576495,0.0115765844,1.0035935300,100.000000,0.54628571,-0.0032293410,0.0772346667
3047,5.5074596302,0.0107267772,1.0035946739,100.000000,0.54628571,-0.0032337697,0.0772334543
3049,5.5085749845,0.0098659322,1.0035958007,100.000000,0.54628571,-0.0032381842,0.0772322340
3051,5.5098144199,0.0089984266,1.0035969102,100.000000,0.54628571,-0.0032425847,0.0772309806
3053,5.5111911936,0.0081272277,1.0035980025,100.000000,0.54628571,-0.0032469712,0.0772296702
3055,5.5127202406,0.0072537944,1.0035990774,100.000000,0.54628571,-0.0032513443,0.0772282809
3057,5.5144171737,0.0063780206,1.0036001352,100.000000,0.54628571,-0.0032557045,0.0772267935
3059,5.5162971971,0.0054982435,1.0036011762,100.000000,0.54628571,-0.0032600524,0.0772251918
3061,5.5183739830,0.0046113428,1.0036022007,100.000000,0.54628571,-0.0032643890,0.0772234635
3063,5.5206585622,0.0037129460,1.0036032094,100.000000,0.54628571,-0.0032687153,0.0772216001
3065,5.5231582812,0.0027977524,1.0036042029,100.000000,0.54628571,-0.0032730321,0.0772195975
3067,5.5258758761,0.0018599728,1.0036051821,100.000000,0.54628571,-0.0032773406,0.0772174558
3069,5.5288087067,0.0008938715,1.0036061480,100.000000,0.54628571,-0.0032816417,0.0772151788
3071,5.5319481859,-0.0001056158,1.0036071016,100.000000,0.54628571,-0.0032859361,0.0772127742
3073,5.5352794302,-0.0011422264,1.0036080443,100.000000,0.54628571,-0.0032902244,0.0772102523
3075,5.5387811453,-0.0022177226,1.0036089775,100.000000,0.54628571,-0.0032945071,0.0772076259
3077,5.5424257506,-0.0033313031,1.0036099026,100.000000,0.54628571,-0.0032987845,0.0772049095
3079,5.5461797380,-0.0044791245,1.0036108212,100.000000,0.54628571,-0.0033030564,0.0772021179
3081,5.5500042511,-0.0056539776,1.0036117350,100.000000,0.54628571,-0.0033073227,0.0771992662
3083,5.5538558660,-0.0068451563,1.0036126458,100.000000,0.54628571,-0.0033115831,0.0771963686
3085,5.5576875507,-0.0080385415,1.0036135554,100.000000,0.54628571,-0.0033158371,0.0771934380
3087,5.5614497766,-0.0092169069,1.0036144657,100.000000,0.54628571,-0.0033200843,0.0771904855
3089,5.5650917518,-0.0103604347,1.0036153786,100.000000,0.54628571,-0.0033243243,0.0771875204
3091,5.5685627455,-0.0114474147,1.0036162959,100.000000,0.54628571,-0.0033285567,0.0771845502
3093,5.5718134656,-0.0124550819,1.0036172196,100.000000,0.54628571,-0.0033327814,0.0771815807
3095,5.5747974511,-0.0133605381,1.0036181516,100.000000,0.54628571,-0.0033369983,0.0771786166
3097,5.5774724328,-0.0141416951,1.0036190937,100.000000,0.54628571,-0.0033412076,0.0771756619
3099,5.5798016159,-0.0147781773,1.0036200476,100.000000,0.54628571,-0.0033454096,0.0771727208
3101,5.5817548290,-0.0152521247,1.0036210150,100.000000,0.54628571,-0.0033496048,0.0771697983
3103,5.5833094907,-0.0155488493,1.0036219973,100.000000,0.54628571,-0.0033537938,0.0771669010
3105,5.5844513415,-0.0156573109,1.0036229961,100.000000,0.54628571,-0.0033579771,0.0771640376
3107,5.5851748991,-0.0155703952,1.0036240125,100.000000,0.54628571,-0.0033621554,0.0771612195
3109,5.5854836057,-0.0152849959,1.0036250475,100.000000,0.54628571,-0.0033663292,0.0771584610
3111,5.5853896507,-0.0148019169,1.0036261019,100.000000,0.54628571,-0.0033704989,0.0771557796
3113,5.5849134709,-0.0141256246,1.0036271765,100.000000,0.54628571,-0.0033746646,0.0771531957
3115,5.5840829492,-0.0132638886,1.0036282716,100.000000,0.54628571,-0.0033788263,0.0771507322
3117,5.5829323523,-0.0122273533,1.0036293874,100.000000,0.54628571,-0.0033829839,0.0771484142
3119,5.5815010646,-0.0110290810,1.0036305239,100.000000,0.54628571,-0.0033871368,0.0771462676
3121,5.5798321853,-0.0096841023,1.0036316811,100.000000,0.54628571,-0.0033912844,0.0771443192
3123,5.5779710636,-0.0082090030,1.0036328584,100.000000,0.54628571,-0.0033954258,0.0771425946
3125,5.5759638450,-0.0066215642,1.0036340557,100.000000,0.54628571,-0.0033995601,0.0771411178
3127,5.5738560944,-0.0049404647,1.0036352723,100.000000,0.54628571,-0.0034036862,0.0771399100
3129,5.5716915500,-0.0031850444,1.0036365076,100.000000,0.54628571,-0.0034078031,0.0771389886
3131,5.5695110465,-0.0013751213,1.0036377611,100.000000,0.54628571,-0.0034119098,0.0771383661
3133,5.5673516266,0.0004691533,1.0036390321,100.000000,0.54628571,-0.0034160053,0.0771380500
3135,5.5652458473,0.0023274161,1.0036403203,100.000000,0.54628571,-0.0034200888,0.0771380414
3137,5.5632212707,0.0041792082,1.0036416252,100.000000,0.54628571,-0.0034241596,0.0771383354
3139,5.5613001203,0.0060041007,1.0036429463,100.000000,0.54628571,-0.0034282173,0.0771389207
3141,5.5594990803,0.0077818447,1.0036442835,100.000000,0.54628571,-0.0034322614,0.0771397801
3143,5.5578292137,0.0094925517,1.0036456368,100.000000,0.54628571,-0.0034362919,0.0771408903
3145,5.5562959797,0.0111169098,1.0036470059,100.000000,0.54628571,-0.0034403086,0.0771422229
3147,5.5548993365,0.0126364343,1.0036483912,100.000000,0.54628571,-0.0034443117,0.0771437451
3149,5.5536339234,0.0140337447,1.0036497926,100.000000,0.54628571,-0.0034483014,0.0771454201
3151,5.5524893220,0.0152928584,1.0036512103,100.000000,0.54628571,-0.0034522780,0.0771472085
3153,5.5514504022,0.0163994851,1.0036526446,100.000000,0.54628571,-0.0034562419,0.0771490687
3155,5.5504977597,0.0173413043,1.0036540955,100.000000,0.54628571,-0.0034601934,0.0771509581
3157,5.5496082529,0.0181082075,1.0036555630,100.000000,0.54628571,-0.0034641329,0.0771528339
3159,5.5487556418,0.0186924874,1.0036570470,100.000000,0.54628571,-0.0034680608,0.0771546537
3161,5.5479113265,0.0190889586,1.0036585473,100.000000,0.54628571,-0.0034719772,0.0771563763
3163,5.5470451768,0.0192950002,1.0036600634,100.000000,0.54628571,-0.0034758824,0.0771579624
3165,5.5461264374,0.0193105157,1.0036615945,100.000000,0.54628571,-0.0034797764,0.0771593752
3167,5.5451246830,0.0191378132,1.0036631397,100.000000,0.54628571,-0.0034836591,0.0771605808
3169,5.5440107991,0.0187814168,1.0036646978,100.000000,0.54628571,-0.0034875305,0.0771615486
3171,5.5427579536,0.0182478255,1.0036662673,100.000000,0.54628571,-0.0034913901,0.0771622522
3173,5.5413425281,0.0175452412,1.0036678466,100.000000,0.54628571,-0.0034952377,0.0771626695
3175,5.5397449759,0.0166832907,1.0036694337,100.000000,0.54628571,-0.0034990727,0.0771627831
3177,5.5379505763,0.0156727628,1.0036710267,100.000000,0.54628571,-0.0035028945,0.0771625810
3179,5.5359500571,0.0145253833,1.0036726234,100.000000,0.54628571,-0.0035067027,0.0771620565
3181,5.5337400633,0.0132536383,1.0036742215,100.000000,0.54628571,-0.0035104965,0.0771612088
3183,5.5313234519,0.0118706537,1.0036758188,100.000000,0.54628571,-0.0035142755,0.0771600431
3185,5.5287094001,0.0103901271,1.0036774131,100.000000,0.54628571,-0.0035180391,0.0771585704
3187,5.5259133158,0.0088263013,1.0036790021,100.000000,0.54628571,-0.0035217869,0.0771568074
3189,5.5229565502,0.0071939633,1.0036805839,100.000000,0.54628571,-0.0035255186,0.0771547765
3191,5.5198659117,0.0055084455,1.0036821566,100.000000,0.54628571,-0.0035292340,0.0771525045
3193,5.5166729922,0.0037856101,1.0036837186,100.000000,0.54628571,-0.0035329331,0.0771500224
3195,5.5134133209,0.0020417940,1.0036852684,100.000000,0.54628571,-0.0035366160,0.0771473646
3197,5.5101253691,0.0002936998,1.0036868048,100.000000,0.54628571,-0.0035402828,0.0771445673
3199,5.5068494363,-0.0014417758,1.0036883269,100.000000,0.54628571,-0.0035439339,0.0771416677
3201,5.5036264554,-0.0031477780,1.0036898340,100.000000,0.54628571,-0.0035475697,0.0771387032
3203,5.5004967618,-0.0048077864,1.0036913258,100.000000,0.54628571,-0.0035511905,0.0771357098
3205,5.4974988723,-0.0064059512,1.0036928018,100.000000,0.54628571,-0.0035547970,0.0771327211
3207,5.4946683265,-0.0079274504,1.0036942621,100.000000,0.54628571,-0.0035583894,0.0771297679
3209,5.4920366399,-0.0093588472,1.0036957069,100.000000,0.54628571,-0.0035619684,0.0771268774
3211,5.4896304144,-0.0106884185,1.0036971362,100.000000,0.54628571,-0.0035655342,0.0771240724
3213,5.4874706482,-0.0119064334,1.0036985506,100.000000,0.54628571,-0.0035690873,0.0771213714
3215,5.4855722745,-0.0130053598,1.0036999502,100.000000,0.54628571,-0.0035726278,0.0771187884
3217,5.4839439503,-0.0139799842,1.0037013356,100.000000,0.54628571,-0.0035761560,0.0771163329
3219,5.4825881016,-0.0148274383,1.0037027070,100.000000,0.54628571,-0.0035796720,0.0771140103
3221,5.4815012203,-0.0155471306,1.0037040648,100.000000,0.54628571,-0.0035831758,0.0771118221
3223,5.4806743930,-0.0161405905,1.0037054093,100.000000,0.54628571,-0.0035866675,0.0771097666
3225,5.4800940351,-0.0166112390,1.0037067406,100.000000,0.54628571,-0.0035901471,0.0771078387
3227,5.4797427888,-0.0169641029,1.0037080587,100.000000,0.54628571,-0.0035936144,0.0771060307
3229,5.4796005430,-0.0172054928,1.0037093638,100.000000,0.54628571,-0.0035970694,0.0771043331
